ano,mes,classe_codigo,classe_orcamentaria,subclasse,equipamento,centro_custo,valor
2026,Jan,421101,Pessoal,Salários,GERAL,CC-421,223851.25
2026,Fev,421101,Pessoal,Salários,GERAL,CC-421,223851.25
2026,Mar,421101,Pessoal,Salários,GERAL,CC-421,223851.25
2026,Abr,421101,Pessoal,Salários,GERAL,CC-421,223851.25
2026,Mai,421101,Pessoal,Salários,GERAL,CC-421,223851.25
2026,Jun,421101,Pessoal,Salários,GERAL,CC-421,223851.25
2026,Jul,421101,Pessoal,Salários,GERAL,CC-421,223851.25
2026,Ago,421101,Pessoal,Salários,GERAL,CC-421,223851.25
2026,Set,421101,Pessoal,Salários,GERAL,CC-421,223851.25
2026,Out,421101,Pessoal,Salários,GERAL,CC-421,223851.25
